Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","120","Cameroon","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","27185655.08","E","Estimated value"
"FBS","Food Balances (2010-)","120","Cameroon","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","27865214.68","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","3595","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","3593","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3599","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3581","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3624","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3589","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","47387192.04","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","47938179.44","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","48646988.13","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","49038248.19","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","50117224.7","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","49987660.39","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","1765","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","1830","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","1819","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","1854","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","1822","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","1785","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","3159458.99","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","3336728.96","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","3383112.88","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","3524343.78","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","3553148.23","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","3554714.04","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2344","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2344","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2320","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2299","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2257","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2203","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","12484365.92","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","12904991.15","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","13213282.07","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","13530126.81","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","13712842.18","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","13811833.31","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2984","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2987","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3021","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3048","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3091","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3128","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","19699304.75","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","20027261.24","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","20624720.37","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","21179527.45","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","21772091.01","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","22253886.41","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","3079","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","3038","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3072","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3046","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3086","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3091","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","53515555.84","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","53617287.47","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","55247414.33","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","55803490.06","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","57370657.23","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","58123644.83","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2492","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2484","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2474","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2489","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2482","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2467","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","678630.37","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","690436.43","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","700989.93","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","718740.24","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","730451.47","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","739718.9","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2115","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2137","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2126","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2142","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2180","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2194","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","4003242.61","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","4143324.68","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","4221434.19","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","4355927.54","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","4537457.65","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","4673975.3","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2972","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","3007","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3003","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3020","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3025","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2989","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","5365178.99","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","5480423.79","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","5525148.6","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","5605122.4","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","5656628.76","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","5622367.57","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2740","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2772","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2792","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2845","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2886","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2919","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","24213876.68","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","25144713.06","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","25977899.95","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","27152892.1","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","28245457.29","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","29274798.18","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","3437","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","3437","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","3385","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3424","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3379","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3417","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","14229423.06","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","14220406","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","13996569.26","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","14141915.49","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","13939424.82","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","14037899.59","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2146","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2188","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2169","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2159","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2092","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2096","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","63771097.5","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","67314846.07","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","68936450.68","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","70833482.87","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","70902245.5","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","73346431.81","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2738","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2755","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2788","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2794","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2802","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2814","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","1022523.19","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","1045974.97","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","1075664.43","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","1095247.12","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","1115099.13","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","1135504.48","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2987","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2956","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2930","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2982","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2954","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2983","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","76410.23","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","75957.71","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","75728.77","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","77756.24","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","77617.91","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","78835.27","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2897","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2938","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2999","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","3050","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","3100","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","3107","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","11132272.74","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","11416070.59","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","11784829.78","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","12113773.96","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","12446193.21","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","12607919.82","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","2545","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","2557","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2901","Grand Total","2018","2018","kcal/cap/d","2545","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2901","Grand Total","2019","2019","kcal/cap/d","2506","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2901","Grand Total","2020","2020","kcal/cap/d","2538","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","664","Food supply (kcal/capita/day)","S2901","Grand Total","2021","2021","kcal/cap/d","2582","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","661","Food supply (kcal)","S2901","Grand Total","2016","2016","million Kcal","15273724.4","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","661","Food supply (kcal)","S2901","Grand Total","2017","2017","million Kcal","15584908.05","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","661","Food supply (kcal)","S2901","Grand Total","2018","2018","million Kcal","15803538.68","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","661","Food supply (kcal)","S2901","Grand Total","2019","2019","million Kcal","15865165.64","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","661","Food supply (kcal)","S2901","Grand Total","2020","2020","million Kcal","16291627","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","661","Food supply (kcal)","S2901","Grand Total","2021","2021","million Kcal","16772300.32","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2901","Grand Total","2016","2016","kcal/cap/d","3137","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2901","Grand Total","2017","2017","kcal/cap/d","3149","E","Estimated value"
